paragraph_id,text,sentiment
58,"Growth in unit labour costs is projected to moderate only slightly in 2026, driven by lower wage growth which is partially offset by lower productivity growth, and then to decline further in 2028 as productivity growth recovers. On average, unit labour cost growth is expected to moderate from 3.1% in 2025 to 3.0% in 2026 and to 2.1% in 2028. GDP deflator growth is expected to decline from an average of 2.5% in 2025 to 2.2% in 2028 on the back of lower growth in unit labour costs. Compared with the December 2025 projections, GDP deflator growth has been revised up somewhat over the projection horizon.",-0.06969696969696969
59,"While recent outturns for import prices have been dampened by the appreciation of the euro and low-cost sourcing from China, they are expected to increase sharply in the second quarter of 2026, driven by energy commodity prices. In annual terms, the growth rate of the import deflator is projected to rise from -0.1% in 2025 to 4.3% in 2026. Thereafter it is projected to decline quickly, reflecting the assumed declines in energy prices.",0.02166666666666666
60,"After loosening slightly in 2025, the euro area fiscal stance is projected to loosen more strongly in 2026 and to tighten somewhat over 2027-28 but the outlook is subject to uncertainty (Table A).[12] The loosening in 2026 is mainly on account of higher public investment and fiscal transfers. The increase in investment reflects primarily high defence and infrastructure spending in Germany, alongside other smaller countries, and to some extent investment funded by the Next Generation EU (NGEU) programme. In 2027 and 2028 the tightening in the fiscal stance is explained by expected consolidation in many countries, including Italy, France and Spain, and the expiration of most of the stimulus from NGEU grants, which is largely offset by stimulus mostly in Germany. The fiscal outlook is subject to high uncertainty exacerbated by the war in the Middle East. The fiscal stance may turn more expansionary than assumed in the baseline if governments respond with energy support measures.",0.15796428571428572
61,"Compared with the December 2025 projections, the fiscal stance is expected to be somewhat looser (by about 0.2 percentage points of GDP) over 2025-28. The latest data indicate that the fiscal stance in 2025 was looser by about 0.1 percentage points of GDP compared with December. This was mainly on account of higher government investment, particularly in Germany where it was related to defence, as well as in Italy and France. The fiscal stance for 2026-28 is expected to be cumulatively about 0.1 percentage points of GDP looser. This is mostly driven by less restrictive discretionary measures in France following the recent changes to the 2026 budget. The loosening in France is partly offset by tightening in other countries, mostly stemming from less dynamic expenditure growth.",0.09499999999999999
62,(percentage of GDP; revisions in percentage points),0.0
63,"Note: Revisions are based on unrounded figures.1) The fiscal stance is measured as the change in the cyclically adjusted primary balance. The figures shown are also adjusted for paid and expected grants under the Next Generation EU (NGEU) programme, which do not have an impact on the economy on the revenue side. A negative (positive) figure implies a loosening (tightening) of the fiscal stance.2) The structural budget balance is calculated as the government balance net of transitory effects of the economic cycle (or the cyclically adjusted primary balance, referenced above, plus interest payments) and net of measures classified under the European System of Central Banks definition as temporary.",0.06893939393939395
64,"The euro area budget deficit and debt ratios are projected to increase and have been revised up relative to the December projections (Table A). After remaining broadly unchanged in 2025, at 3.1% of GDP, the euro area budget deficit is projected to increase rather strongly to 3.6% of GDP in 2027 and to stabilise at this level in 2028. This increase mainly reflects a rising ratio of interest payments to GDP (by about 0.4 percentage points), followed by a deterioration in the cyclically adjusted primary balance, which is only slightly offset by an improvement in the cyclical component at the end of the horizon. The euro area debt-to-GDP ratio is on an increasing path as the continuous primary deficits and positive deficit-debt adjustments outweigh the favourable, though diminishing, effects of interest rate-growth differentials. Compared with the December projections, the budget deficit and government debt have been revised up over the entire projection horizon on account of the worsening of the cyclically adjusted primary balance.",0.17482782369146008
65,"Given the high uncertainty surrounding the range of possible outcomes from the current war in the Middle East and its impact on energy prices and uncertainty, and the propagation to the economy, this section presents illustrative alternative scenarios which complement the baseline assessment.[13] These scenarios incorporate important lessons from the ECB’s 2025 assessment of the monetary policy strategy – namely that non-linearities and second-round effects on inflation can matter in the context of large shocks, and that scenarios are a key device for communication in an environment of heightened uncertainty and volatility. These scenarios offer illustrative examples of hypothetical alternative paths for energy commodity prices and their propagation to the euro area economy. The staff do not assign any probabilities to these scenarios – they serve rather to illustrate the key uncertainties regarding the impact of the conflict. While the baseline incorporates the energy commodity price paths embedded in the technical assumptions (see Box 2) and observed financial market uncertainty, the scenarios consider two possible alternatives path for the energy price, uncertainty and their transmission to the economy. These differ in three main respects: the intensity of the initial energy supply shock, the persistence of the disruptions, and the level of uncertainty (Table 4).",0.07238095238095238
66,"Both scenarios incorporate non-linearities, implying stronger indirect and second-round effects on euro area inflation than in the baseline, while monetary and fiscal policies are assumed not to react. In line with the 2025 assessment of the monetary policy strategy, allowing for non-linear adjustment is intended to capture the possibility that a larger energy price shock may propagate more strongly than a smaller shock across the broader economy. As is the standard convention for scenario analyses in the staff projections, the scenarios assume unchanged monetary and fiscal policy compared with the baseline.",0.18666666666666668
67,Narrative of the baseline and alternative scenarios regarding the war in the Middle East,0.0
68,Fiscal and monetary policy response in the euro area,0.0
69,No explicit assumption on the duration of the conflict or destruction of energy infrastructure,0.0
70,Energy prices follow the latest technical assumptions (cut-off date of 11 March 2026),0.25
71,In line with the observed increase in the VIX index (4.4 points between 27 February 2026 and the cut-off date of 11 March 2026),0.0
72,Limited upward adjustment based on judgment to account for possible larger impacts compared with the standard model elasticities due to the size of the energy shock,-0.039285714285714285
73,Short-term interest rates follow the latest technical assumptions (cut-off date of 11 March 2026). Only fiscal policies legislated or announced and well-specified policies (see Box 3).,0.16666666666666666
74,Acute energy supply disruptions persist until Q3 2026 No significant further destruction of energy infrastructure,0.13749999999999998
75,40% decline in Hormuz oil and LNG flows in Q2 2026Volumes (and prices) start normalising from Q4 2026Supply volumes quickly normalise once transit through Hormuz resumes,0.3333333333333333
76,An increase in the VIX index of 10 points with a fast reversal in Q3 2026 towards the Q4 2025 level,0.2
77,Scaled between the baseline and the impacts seen after the invasion of Ukraine in 2022 (see footnote 18),0.0
78,Acute energy supply disruptions persist until Q4 2026,0.6
79,Significant further destruction of energy infrastructure,0.1875
80,"60% decline in Hormuz oil and LNG flows in Q2 2026Volumes (and prices) start normalising from Q1 2027Supply volumes are slow to normalise once the conflict is resolved, due to destruction of energy infrastructure",-0.21250000000000002
81,"An increase in the VIX index of 14 points, with uncertainty remaining significantly more elevated compared with the adverse scenario until end-2027",0.5
82,Scaled between the baseline and the impacts seen after the invasion of Ukraine in 2022 (stronger impacts than in the adverse scenario to account for significant non-linearities in the event of large shocks) (see footnote 18),0.29464285714285715
83,"Oil and gas prices would increase significantly if the conflict has a longer-lasting impact on the energy supply. The scenarios described above result in different energy price dynamics (Chart 11 and Table 5). The baseline assumes that quarterly average oil prices and European gas prices peak at around USD 90 per barrel and €50 per MWh respectively in the second quarter of 2026 and then decline relatively rapidly over the following quarters. In the adverse scenario, supply disruptions trigger further sharp increases in energy prices, with the oil price rising to almost USD 120 per barrel and gas prices approaching €90 per MWh in the second quarter of 2026.[14] However, as supply volumes are assumed to return to normal quickly, prices start to decline as of the fourth quarter of 2026, converging to the baseline assumptions by the third quarter of 2027. In the severe scenario, the much stronger initial supply shock pushes oil and gas prices up to almost USD 150 per barrel and €110 per MWh respectively in the second quarter of 2026. Because the supply disruptions take longer to resolve, the price impact of the shock is more persistent, with a much slower decline. Oil and gas prices therefore remain significantly above both the baseline and adverse scenario assumptions over the full projection horizon. However, despite the severity of the initial shock, prices for both oil and gas remain below the 95th percentile of the option-implied neutral densities for most of the projection horizon (see also Section 4.1).",0.08641975308641975
84,Assumptions for the paths of energy commodity prices,0.0
85,"Sources: ECB and ECB calculations.Notes: The oil price scenarios are constructed based on the elasticity of the oil price to oil supply shocks as estimated in Caldara et al. (2019), while the gas price scenarios are constructed based on the elasticity of the gas price to gas supply shocks as estimated in Albrizio et al. (2023). The 95th and 75th percentiles refer to the option-implied neutral densities for the oil and gas prices on 11 March 2026.",0.0
86,Energy commodity price scenarios – levels and deviations from the baseline,0.0
87,"Sources: ECB and ECB calculations. Notes: The oil price scenarios are constructed based on the elasticity of the oil price to oil supply shocks as estimated in Caldara et al. (2019), while the gas price scenarios are constructed based on the elasticity of the gas price to gas supply shocks as estimated in Albrizio et al. (2023).",0.0
88,"Both scenarios assume that an escalation of the war in the Middle East would increase global uncertainty and trigger a repricing in financial markets, though to varying degrees, which would weigh on private consumption, investment and trade. In the adverse scenario, the VIX index – used as a proxy for global uncertainty – increases by around 10 points as a result of the impact of the war, then gradually returns to its end-2025 levels by the third quarter of 2026 (Chart 12, panel a). Financial market volatility is therefore assumed to be temporary, reflecting the expected stabilisation in financial conditions as there is no further deterioration in the geopolitical situation and uncertainty recedes. In the severe scenario, the VIX index rises by around 14 points, broadly in line with the increase observed following the outbreak of Russia’s war against Ukraine and during past episodes of geopolitical tensions. Although volatility gradually declines thereafter, it remains elevated for a prolonged period, reflecting persistent geopolitical uncertainty and fragile market sentiment.[15]",-0.020535714285714286
89,b) Euro area financial shocks under the severe scenario,0.0
90,(basis points and percentage deviations from the BVAR model unconditional projection),0.0
91,"Sources: ECB, CBOE Global Markets and ECB staff calculations. Notes: In panel a), the baseline refers to an unconditional forecasted path from a BVAR model. The model includes the VIX index, euro area GDP, private consumption, business investment, HICP inflation, and short-term interest rates. In panel b), the financial shocks are simulated using a monthly BVAR model, which also includes the VIX index, and the expected default frequencies of both banks and firms, conditioned on the path of the VIX index; it shows the peak impact for bond spreads and equities. The latest observations for the VIX index are for 11 March 2026.",0.08
92,"In both scenarios, increased uncertainty also results in increased financing costs for banks and firms, via financial variables, bond spreads and equity prices.[16] The spike in the VIX index would translate into significantly higher funding costs for banks and firms in the euro area. For example, in the severe scenario, bond spreads would increase, at the peak, by about 70 basis points and 35 basis points respectively for banks and firms, and then gradually narrow over the scenario horizon. Moreover, equity prices would drop by 10% for euro area banks and around 7% for euro area firms (Chart 12, panel b).",0.012499999999999997
93,"The impact on global economic activity and euro area foreign demand would be considerable. Even assuming a sharp drop in the domestic economic activity of countries in the Middle East, the direct impact on global GDP and euro area foreign demand would be limited owing to the small trade weights of the region.[17] However, according to ECB-Global model simulations, more substantial dampening effects would emerge through higher oil and gas prices. Oil prices are determined in a global market, so a disruption in the Middle East raises oil prices for all countries. By contrast, gas markets are more regional: gas from the Middle East is mostly exported to Asia, which competes with the euro area for gas supplies. Therefore, higher gas prices are assumed to directly affect Asian countries, the euro area and the United Kingdom, whereas in the United States and the rest of the world, gas prices increase less as they are less directly affected.",0.06808608058608058
94,"The macroeconomic impact differs across scenarios based on the persistence of the energy and uncertainty shocks. In the adverse scenario, the spike in energy prices and global uncertainty is assumed to be temporary and to fade relatively quickly. As a result, the effects on global real economic activity and inflation are short-lived, with output declining and inflation rising in 2026 before the economy gradually recovers. By contrast, the severe scenario assumes larger and more persistent shocks, leading to weaker economic growth globally, including in the United States, over the course of 2027 and higher inflation in the short term (Chart 13, panel a). The reaction of monetary policy outside the euro area would dampen price dynamics, but with a delay. Countries more exposed to higher energy costs, particularly in Asia, would experience larger economic losses. Conversely, higher oil and gas prices would benefit energy exporters such as Norway and Canada.",0.16388888888888886
95,"Disruptions in the energy exports of countries in the Middle East would weigh on global demand and, with some delay, on euro area foreign demand. In both the adverse and severe scenarios, energy exports from countries in the Middle East would be constrained and economic activity in these countries would be disrupted. The euro area has limited non-energy trade exposure to Iran and other countries in the Middle East, and it is assumed that there are no additional non-energy supply disruptions. The higher energy prices dampen global GDP, thereby reducing demand for euro area exports, though with some delay. The increase in global uncertainty also dampens global economic activity and euro area foreign demand via lower equity prices and weaker private investment worldwide (Chart 13, panel b).",0.013571428571428575
96,Impact on the United States and the global economy excluding the euro area,0.0
97,(percentage point deviation from baseline growth rate),0.0
98,(percentage point deviation from baseline growth rate),0.0
99,Sources: ECB and ECB calculations.Note: Simulations are conducted under a forecast setting using the ECB-Global model with exogenous euro area monetary policy.,0.0
100,"In the adverse scenario, the impact on the euro area economy is assumed to be temporary and part of the inflationary impacts unwind, reflecting the transitory profile of the shocks (Chart 14). These effects mainly operate through a reduction in real disposable income owing to higher energy costs, weaker external demand, and tighter financial conditions via the VIX channel affecting investment decisions. According to ECB-BASE model simulations, real GDP growth is around 0.3 percentage points lower than in the baseline in 2026 and about 0.1 percentage points lower in 2027. As energy prices and uncertainty normalise, GDP growth recovers some of the losses and stands 0.2 percentage points above the baseline in 2028. The energy shock is the main driver of the slowdown, leading especially to lower consumption. Global spillovers, which dampen euro area exports, and uncertainty, which weighs on investment, also contribute. Headline HICP inflation is 0.9 percentage points higher in 2026 owing to higher energy prices. As energy prices decline rather rapidly from high levels, headline HICP inflation is 0.1 percentage points higher in 2027 but 0.5 percentage points lower in 2028, owing to the disinflationary pressures stemming from the rapid normalisation of energy prices after 2026 in this scenario.",0.13523809523809524
101,"In the severe scenario, energy prices are assumed to have a stronger and longer-lasting effect, and are accompanied by effects of heightened uncertainty. Real GDP growth is 0.5 and 0.4 percentage points lower in 2026 and 2027 respectively, with negative quarterly growth rates in the second and third quarters of 2026 (Chart 14, panel a). While the energy shock remains the main driver, uncertainty also plays a role and amplifies the downturn, together with global spillovers. HICP inflation is 1.8 percentage points higher in 2026 and remains elevated, at 2.8 percentage points above the baseline in 2027 and 0.7 percentage points above the baseline in 2028. The effects on HICPX inflation are stronger than in the adverse scenario, by more than 1 percentage point in 2027-28.",0.07424242424242423
102,Impact on the euro area by channel in the adverse and severe scenarios,0.0
103,(percentage point deviation from baseline growth rate),0.0
104,(percentage point deviation from baseline growth rate),0.0
105,Source: ECB staff calculations based on ECB-BASE model simulations.Note: Simulations are conducted under a forecast setting using the ECB-BASE model and the rest of the model system responds endogenously. Uncertainty also includes financial shocks in the severe scenario as described in section 3.2.2.,0.0
106,"The scenarios incorporate stronger indirect and second-round inflation effects than those implied by standard model-based elasticities in order to account for non-linearities in the transmission of large inflationary shocks to prices and wages, such as those seen during the 2021-22 energy crisis. Historical regularities embedded in projection models such as the ECB-BASE model and the standard projection models used by national central banks in the Eurosystem typically imply a relatively limited pass-through of energy price shocks to other consumer prices. However, the experience of the 2021-22 episode of high inflation suggests there can be substantially stronger transmission across price components following abnormally large inflationary shocks. Several factors may explain why the transmission observed during that period exceeded historical regularities, including the exceptional size of the energy price shock, other potential non-linearities in price-setting behaviour during periods of high inflation, post-pandemic reopening dynamics and supply constraints across several sectors. The recalibration of certain key model parameters enables the transmission mechanisms to be strengthened compared with the standard model configuration, taking into account the significant energy price shock embedded in the adverse and severe scenarios. In particular, based on the aforementioned considerations, the model parameters governing energy price transmission to other prices and wages are adjusted so that the implied elasticities lie between the baseline model calibration and the higher elasticities observed during the recent inflation surge.[18]",0.06234811165845649
107,The outlook for key euro area variables under the baseline and alternative scenarios,0.0
108,"(quarter-on-quarter percentage changes, seasonally and working day-adjusted quarterly data)",0.0
109,Source: ECB staff calculations based on ECB-BASE model simulations.,0.0
110,"Stronger transmission mechanisms not only increase the initial inflation response but also imply more persistent price dynamics over the projection horizon. While the direct energy price shock is the primary driver of the short-term increase in inflation, stronger pass-through to food prices and the presence of second-round mechanisms contribute to more sustained inflationary pressures in the second and third year of the projection horizon. Without these amplification mechanisms, the inflation response would be more limited both initially – owing to weaker pass-through – and in later years, as base effects from declining energy prices would lead to a faster drop in inflation. By contrast, stronger food price reactions and indirect and second-round effects raise HICPX price inflation pressures and generate a more persistent increase in headline inflation, also as the increase in wage growth is protracted.[19] On the real side, stronger pass-through initially leads to a larger decline in GDP growth as higher energy and food prices reduce households’ real incomes and weigh on consumption, in part via higher unemployment. In later years, however, stronger wage growth would provide some support to household incomes and consumption, moderating the negative effects on GDP growth. In addition, higher inflation expectations would reduce real interest rates, which would also support investment in the later years of the projection horizon.",0.10714285714285715
111,"These scenario analyses do not include any monetary or fiscal policy responses, which would mitigate the inflation impacts, as well as other channels that could affect the macroeconomic impact. As is the standard convention for scenario analyses in the staff projections, the scenarios assume monetary and fiscal policy are unchanged compared with the baseline. The significant increases in inflation, especially under the severe scenario, would likely be partly offset by tighter monetary policy or fiscal support measures which could lower consumer energy prices – as was seen in the 2022-23 episode of high inflation. Other channels not explicitly included in the analyses comprise disruptions to non-energy trade via supply constraints; non-energy commodity price effects such as on fertiliser or aluminium prices; possible positive impacts on tourism in euro area countries which could benefit from tourism that would otherwise have flowed to the Middle East; and effects stemming from migration pressures related to a potential refugee crisis.",0.03940559440559441
112,"Alternative paths for energy commodity prices suggest significant upside risks for inflation in the baseline projections, especially in the short term. The baseline projections are based on the technical assumptions outlined in Box 2. Given the high uncertainty surrounding energy prices on account of the ongoing war in the Middle East, in addition to the 25th and 75th percentiles usually applied, this sensitivity analysis also considers alternative upside and downside paths derived from the 5th and 95th percentiles of the option-implied neutral densities for both oil and gas prices.[20] Option-implied densities indicate that short-term risks to oil prices are strongly skewed to the upside. This reflects investors’ concerns that oil flows through the Strait of Hormuz, which account for around 20% of global supply and are already being disrupted, could be impeded over a prolonged period, with limited possibilities for rerouting shipments in the short term (Chart 16). In such a situation, oil production itself could eventually be scaled back owing to insufficient storage capacity. In addition, market participants are also concerned that military strikes could damage regional oil production capacity, with more persistent effects. By contrast, risk perceptions over longer horizons remain slightly more balanced, which may suggest that investors expect the conflict to remain contained. Option-implied densities also point to elevated upside risks for gas prices, given that around 20% of global LNG flows transit through the Strait of Hormuz. In percentage terms relative to the baseline, upside risks to gas prices appear to be more pronounced than for oil prices, reflecting the current historically low level of European gas inventories. A constant price sensitivity analysis is also carried out for both oil and gas prices. In each case, a synthetic energy price index (a weighted average of the oil and gas price paths) is computed and the impacts are assessed using ECB and Eurosystem macroeconomic models. The average results across these models are shown in Table 6. These results are based on the models run in standard projection modes and exclude any enhanced elasticities relating to indirect and second-round effects, which are included in the Middle East scenarios presented in Section 3.",0.06470017636684304
113,Sources: Morning star and ECB calculations. Note: The option-implied densities of gas and oil prices are extracted from 11 March 2026 market quotes for options on ICE Brent crude oil and Dutch TTF natural gas futures with fixed quarterly expiry dates.,-0.16666666666666666
114,Alternative energy price paths and their impact on real GDP growth and HICP inflation,0.2
115,"(deviations from baseline levels, percentages; deviations from baseline growth rates, percentage points)",0.0
116,"Notes: In this sensitivity analysis, a synthetic energy price index that combines oil and gas futures prices is used. The various percentiles refer to the option-implied neutral densities for the oil and gas prices on 11 March 2026. The constant oil and gas prices take the respective value as at the same date. The macroeconomic impacts are reported as averages of a number of ECB and Eurosystem staff macroeconomic models. In some models, the large inflation response to an energy price increase leads, under the assumption of an unchanged monetary policy (compared with the baseline assumptions based on market expectations for interest rates), to a sizeable decline in real interest rates and a temporary expansionary demand effect, which attenuate the average GDP response in the short run.",0.03303571428571428
117,"Alternative paths for the exchange rate suggest the possibility of a further appreciation of the euro, especially over the medium term, and hence indicate some downside risks to growth and inflation. The technical assumptions for exchange rates in the baseline projections are held constant over the projection horizon. Alternative upside and downside paths are derived from the 25th and 75th percentiles of option-implied neutral densities for the USD/EUR exchange rate on 11 March 2026, which was tilted towards a modest appreciation of the euro (Chart 17). The impacts of these alternative paths are assessed using ECB and Eurosystem staff macroeconomic models. Table 7 shows the average impact on output growth and inflation across the models.",-0.008333333333333331
118,Sources: Bloomberg and ECB staff calculations. Notes: An increase implies an appreciation of the euro. The 25th and 75th percentiles refer to the option-implied densities for the USD/EUR exchange rate on 11 March 2026.,0.0
119,Impact of alternative exchange rate paths on real GDP growth and HICP inflation,0.2
120,"(deviations from baseline growth rates, percentage points)",0.0
121,Sources: Bloomberg and ECB staff calculations.Notes: An increase implies an appreciation of the euro. The 25th and 75th percentiles refer to the option-implied neutral densities for the USD/EUR exchange rate on 11 March 2026. The macroeconomic impacts are reported as averages of a number of ECB and Eurosystem staff macroeconomic models.,0.0
122,"Postal address	60640 Frankfurt am Main, GermanyTelephone	+49 69 1344 0Website	www.ecb.europa.eu",0.16666666666666666
123,All rights reserved. Reproduction for educational and non-commercial purposes is permitted provided that the source is acknowledged.,0.25
124,For specific terminology please refer to the ECB glossary (available in English only).,0.1
125,"PDF	ISBN 978-92-899-7781-4, ISSN 2529-4466, doi:10.2866/8488267, QB-01-26-090-EN-NHTML	ISBN 978-92-899-7780-7, ISSN 2529-4466, doi:10.2866/0204813, QB-01-26-090-EN-Q",0.0
126,"The cut-off date for the technical assumptions of 11 March 2026 was two days before the finalisation of the projections, which is unusually close to the Governing Council’s monetary policy meeting, given the extraordinary geopolitical developments and the need to include information on the rapidly evolving situation. These assumptions are based on the average of market data over the three days up to the cut-off date. This is a narrower window than the ten days usually used for the staff projections and means that only data after the outbreak of the war in the Middle East were considered. The projections for the international environment were finalised on 11 March and those for the euro area were finalised on 13 March 2026. Owing to the limited time available to finalise the projections, it was not possible to produce some of the detailed variables usually reported in the projections.",0.04370748299319728
127,The ECB staff projections are produced in an iterative way. They are updated and refined as new information becomes available. The baseline refers to the final March 2026 projections which use technical assumptions with a cut-off date 11 March. Projections with a cut-off date 4 March refer to the previous iteration of the ECB staff projections produced in the early stages of the war. They are included in Table 1 to give an indication of a more benign outlook in which oil and gas prices would decline more quickly than in the final baseline.,0.1803030303030303
128,"“Modified domestic demand” includes private and government consumption and a modified measure of investment that excludes purchases of aircraft for leasing and certain intellectual property purchases. Irish imports, exports and changes in inventories are excluded from this measure. For more information see the website of Ireland’s Central Statistics Office.",0.14489795918367346
129,The impact on inflation included in the baseline is estimated to be below 0.1 percentage points cumulatively over 2025-28.,0.0
130,"Unless explicitly mentioned, references to world and/or global aggregates of economic indicators throughout this box exclude the euro area.",0.1
131,"World headline CPI inflation is computed as the weighted average of inflation rates across 23 countries, comprising 14 advanced economies (namely the United States, the United Kingdom, Japan, Switzerland, Canada, Australia, New Zealand, Sweden, Denmark, Norway, the Czech Republic, Hungary, Poland and Romania) and nine emerging market economies (China, Russia, Brazil, India, Türkiye, Korea, Mexico, Singapore and Hong Kong).",0.12878787878787878
132,"Although minor categories, several euro area products (e.g. electronic circuits, recorded and print media, some chemicals, etc.) that were supposed to be exempt now face tariffs under the new regime.",0.028787878787878782
133,"The recent EU-India trade agreement, involving a gradual phasing-in of lower tariffs, and the still pending EU-Mercosur agreement are considered to have only limited effects on euro area activity over the projection horizon.",-0.023809523809523808
134,"In particular, refining margins for diesel have increased significantly since 27 February owing to the war in the Middle East and are assumed to decline over the short term. The pace and extent of this normalisation entail significant additional uncertainties for the short-term outlook for energy inflation.",0.18333333333333332
135,See the box entitled “The macroeconomic impact of climate change policies in the euro area” in the December 2025 Eurosystem staff macroeconomic projections for the euro area.,0.0
136,The fiscal projections are based on the set of projections finalised with a cut-off date of 4 March 2026.,0.0
137,"The fiscal stance of the euro area is defined as the change in the cyclically adjusted primary balance, further adjusted for NGEU grants on the revenue side. While the fiscal stance is a top-down measure of the orientation of fiscal policy, discretionary fiscal measures are gauged using a bottom-up approach. These measures capture changes in tax rates, fiscal entitlements and other government spending that have been passed or are likely to be passed by the national parliaments of euro area countries.",0.06875
138,"Prepared by E. Angelini, A. Bobasu, G. Bušs, A. Dieppe, P. Di Casola, A. Kornprobst, G. Nicoletti, A. Stalla-Bourdillon, T. Kockerols and S. Zimic, with input from N. Rebmann and L. Demuth.",0.0
139,Part of the impact of the supply shock on oil prices in the adverse and severe scenarios is mitigated by the assumption that a share of the oil flows from Saudi Arabia and the United Arab Emirates can be rerouted through existing pipeline infrastructure.,0.0
140,"In order to estimate the impact of uncertainty on euro area real GDP, conditional forecast simulations have been conducted using an empirical BVAR model, based on the paths of financial market uncertainty contained in the two scenarios. The effects on real GDP are obtained relative to an unconditional forecast simulation within the same empirical framework.",0.08571428571428572
141,"To quantify these effects, the path of the VIX index in the respective scenario is used to condition a BVAR model, which includes key euro area financial variables, allowing their trajectories to be derived in a scenario-consistent manner.",0.0
142,The Middle East accounts for around 4.5% of euro area exports.,0.0
143,"The elasticities observed during the 2021-22 episode of high inflation implied stronger transmission of energy price shocks to consumer prices than those captured within standard projection models. Interpreting peak price responses as indicative elasticities suggests transmission of around 35% from a synthetic energy commodity price index (which is a weighted average of the oil and gas prices) to HICP energy, around 25% to HICP food, around 10% to HICPX, and around 13% to headline HICP. Focusing on headline HICP, the recalibrated scenarios anchor the transmission as a fraction of the observed episode. In the adverse scenario, the recalibration sets the pass-through to the HICP at around one-third of the observed elasticity in 2021-22, while in the severe scenario it increases to around two-thirds.",0.003333333333333336
144,"Indirect and second-round effects are captured through three mechanisms: (i) stronger pass-through from energy prices to HICPX inflation in the Phillips curve, reflecting higher marginal cost pressures; (ii) increased wage indexation leading to stronger nominal wage growth; and (iii) more responsive long-term inflation expectations to developments in HICP inflation.",0.0
145,The market prices used are those prevailing on 11 March 2026 (the cut-off date for the technical assumptions).,0.0
